timestamp_s,trial_id,phase,stimulus_side,norm_x,norm_y,raw_lx,raw_ly,face_detected
1777402331.0780277,4,fixation,none,0.015604673282685888,-0.06474746823670618,0.3720497012138367,0.4999572515487671,True
1777402331.1422482,4,fixation,none,0.013642452212565326,-0.049909081895495144,0.3731798708438873,0.5007111012935639,True
1777402331.2066894,4,fixation,none,0.018881894805552468,-0.023403249419233885,0.374433571100235,0.500455516576767,True
1777402331.285407,4,fixation,none,0.019623216702308377,-0.014800912706625757,0.37568687200546264,0.5011074602603912,True
1777402331.3499966,4,fixation,none,0.01583826847585479,-0.009889926454593967,0.3760780870914459,0.4999832630157471,True
1777402331.4135149,4,fixation,none,-0.013145475431761477,0.01650983761473168,0.38115296959877015,0.5024168252944946,True
1777402331.4786599,4,fixation,none,-0.011189185590002815,-0.0012561774149759675,0.3868359923362732,0.49998741745948794,True
1777402331.5434668,4,fixation,none,-0.005074065925461668,-0.017932478667003426,0.3885035991668701,0.49966885447502135,True
1777402331.6057296,4,fixation,none,-0.010409634841709536,-0.023632905600872167,0.3889149487018585,0.49938066601753234,True
1777402331.668677,4,fixation,none,-0.00521169573803637,-0.03649713063929627,0.3894180774688721,0.49815436601638796,True
1777402331.7332063,4,fixation,none,-0.01062162413875134,-0.03385779077124207,0.3888765573501587,0.49837440252304077,True
1777402331.8148832,4,fixation,none,-0.009378745725870052,-0.03116723068561178,0.3889967978000641,0.4980995237827301,True
1777402331.8781343,4,fixation,none,-0.006422873638829429,-0.02796610338061245,0.3888810932636261,0.49824496507644656,True
1777402331.94235,4,fixation,none,-0.006926038417310432,-0.03589065354417853,0.3885995626449585,0.49807161688804624,True
1777402332.0074039,4,fixation,none,-0.008534756436346824,-0.03721914946851235,0.38845267295837405,0.4979463338851929,True
1777402332.0712855,4,fixation,none,-0.008363208291489066,-0.03156922480522817,0.3884387731552124,0.49846550822257996,True
1777402332.1325743,4,fixation,none,-0.00671885219606605,-0.0296585454781344,0.3882988393306732,0.49916640520095823,True
1777402332.197692,4,fixation,none,-0.005590587068444397,-0.02660924141056631,0.3883828163146973,0.49936034083366393,True
1777402332.2611604,4,fixation,none,-0.0012315071474061634,-0.017635301140367265,0.38852896094322203,0.4996944487094879,True
1777402332.3422885,4,fixation,none,-0.007368074867531882,-0.020135939566751415,0.3883533775806427,0.4997144937515259,True
1777402332.4057908,4,fixation,none,-0.0073891251565694205,-0.02252745745521023,0.3881735265254974,0.49965773820877074,True
1777402332.4708242,4,fixation,none,-0.009717147064107867,-0.01974129755431675,0.3883060157299042,0.4997857749462128,True
1777402332.5353417,4,fixation,none,-0.009171512626284573,-0.028210215441507036,0.38825507164001466,0.499884706735611,True
1777402332.5993166,4,fixation,none,-0.007616780915263965,-0.025021683624885105,0.3884019672870636,0.5002081453800201,True
1777402332.6632822,4,fixation,none,-0.0069993479168131145,-0.027948899607261213,0.3885154664516449,0.5001847565174102,True
1777402332.725579,4,fixation,none,-0.007867677496333991,-0.02419169086535433,0.3885508120059967,0.500075900554657,True
1777402332.7892828,4,fixation,none,-0.008330668942570507,-0.020259545586643668,0.38866132497787476,0.4998383760452271,True
